Longitude,Latitude,Depth,MD,Time
14.117300,40.822800,2.56,0.58,2023-05-25 09:38:04.86
14.115300,40.825001,2.50,0.77,2023-05-25 09:16:50.21
14.115800,40.824299,2.61,1.43,2023-05-25 09:03:41.56
14.113500,40.825699,2.62,1.71,2023-05-25 08:57:13.8
14.109300,40.800201,2.55,1.21,2023-05-25 03:37:24.69
14.126200,40.826801,1.85,0.36,2023-05-25 02:56:13.76
14.145300,40.803001,2.72,0.23,2023-05-25 02:20:50.03
14.152700,40.809502,2.70,0.09,2023-05-25 02:07:31.37
14.132300,40.833500,2.30,0.23,2023-05-24 23:57:22.07
14.142000,40.824299,0.95,0.09,2023-05-24 22:29:01.98
14.139200,40.830799,1.91,0.68,2023-05-24 15:35:23.48
14.132700,40.840199,1.31,0.48,2023-05-24 02:42:44.54
14.134500,40.837200,0.91,0.09,2023-05-24 02:04:22.12
14.132200,40.827702,1.20,0.09,2023-05-23 22:26:25.57
14.126500,40.825802,1.66,0.23,2023-05-23 10:56:31.15
14.127300,40.826199,1.42,0.94,2023-05-23 10:54:33.28
14.125500,40.826000,1.75,0.09,2023-05-23 10:30:59.93
14.127500,40.825199,1.79,0.23,2023-05-23 10:30:01.46
14.127800,40.826302,1.81,0.48,2023-05-23 10:29:33.59
14.116700,40.830700,2.28,0.77,2023-05-22 21:26:26.44
14.150700,40.823799,1.38,0.48,2023-05-22 21:16:35.19
14.147300,40.822800,1.21,0.77,2023-05-22 20:52:43.69
14.137500,40.824299,0.67,0.09,2023-05-22 17:23:13.51
14.141700,40.823700,1.02,0.86,2023-05-22 17:15:23.72
14.141000,40.825802,1.23,0.23,2023-05-22 17:11:27.02
14.146300,40.801701,3.28,0.58,2023-05-22 13:22:17.56
14.144800,40.824799,1.44,0.36,2023-05-22 10:11:03.52
14.122700,40.825500,1.80,0.68,2023-05-22 02:25:28.32
14.127700,40.824699,2.47,1.96,2023-05-21 19:16:39.43
14.127700,40.822800,1.81,0.86,2023-05-21 16:08:09.36
14.141500,40.828800,0.88,0.36,2023-05-20 19:02:49.35
14.152200,40.823700,1.30,0.36,2023-05-20 08:51:06.09
14.151700,40.824501,1.33,0.23,2023-05-20 06:35:07.07
14.149500,40.824799,1.09,0.77,2023-05-20 06:16:19.02
14.150200,40.824200,0.99,0.48,2023-05-20 05:57:34.08
14.150300,40.824501,1.05,0.36,2023-05-20 05:50:13.34
14.150700,40.825298,1.02,0.48,2023-05-20 05:43:16.65
14.151700,40.824799,1.15,0.09,2023-05-20 05:41:21.53
14.151700,40.825500,1.11,0.23,2023-05-20 05:40:57.35
14.140200,40.829498,0.97,0.36,2023-05-20 02:14:57.71
14.140200,40.830799,1.34,0.09,2023-05-19 23:56:09.58
14.140200,40.825500,0.71,0.09,2023-05-19 23:22:24.49
14.138800,40.825001,1.12,0.09,2023-05-19 20:30:25.86
14.140200,40.825699,0.89,0.09,2023-05-19 19:34:05.18
14.139200,40.821999,1.71,0.09,2023-05-19 06:31:42.64
14.145000,40.826199,2.16,0.09,2023-05-19 02:57:00.71
14.126200,40.825298,1.85,0.09,2023-05-19 02:00:57.59
14.146800,40.811699,3.18,0.48,2023-05-18 18:28:57.41
14.155300,40.813702,2.59,0.68,2023-05-18 17:08:11.21
14.156300,40.811501,2.63,0.77,2023-05-18 16:40:24.65
14.144800,40.811199,3.12,0.36,2023-05-18 14:23:48.84
14.103700,40.807201,2.96,1.78,2023-05-18 11:38:04.58
14.142300,40.825001,0.74,0.36,2023-05-18 02:30:02.9
14.130000,40.820702,1.23,0.36,2023-05-17 08:32:01.83
14.130500,40.820801,1.65,0.58,2023-05-17 05:07:05.01
14.130300,40.819801,1.47,0.58,2023-05-17 05:03:29.65
14.130000,40.822800,1.42,0.58,2023-05-17 05:02:31.44
14.144300,40.832802,1.80,0.36,2023-05-16 12:49:18.74
14.129000,40.830299,1.94,0.68,2023-05-16 08:57:56.75
14.128700,40.820301,1.24,0.68,2023-05-16 03:30:53.25
14.129300,40.820000,1.61,0.68,2023-05-16 03:26:27.64
14.127800,40.819199,1.34,0.36,2023-05-16 02:30:20.57
14.128200,40.820202,1.79,0.77,2023-05-16 01:57:55.69
14.137000,40.831501,1.79,0.23,2023-05-16 01:14:23.43
14.126700,40.821301,0.93,0.09,2023-05-16 00:40:11.66
14.129500,40.820999,1.34,0.48,2023-05-15 23:48:41.31
14.151700,40.828201,1.25,0.48,2023-05-15 23:20:29.05
14.133000,40.820702,1.82,0.23,2023-05-15 21:52:39.16
14.128300,40.822800,2.64,1.66,2023-05-15 21:44:07.03
14.128300,40.820301,0.97,0.86,2023-05-15 21:20:50.87
14.128800,40.820301,1.23,0.48,2023-05-15 21:16:49.85
14.137800,40.826698,0.66,1.08,2023-05-15 17:46:24.65
14.126200,40.820499,1.34,0.48,2023-05-15 12:49:17.45
14.153000,40.821499,2.57,0.48,2023-05-15 06:11:31.44
14.142300,40.832199,2.02,0.23,2023-05-15 03:11:22.41
14.154300,40.821800,2.71,0.36,2023-05-15 00:49:29.75
14.131500,40.835300,2.05,0.23,2023-05-15 00:27:02.47
14.085700,40.819302,3.17,1.75,2023-05-14 20:35:28.98
14.130200,40.833000,1.65,0.09,2023-05-14 08:57:59.74
14.133500,40.836300,2.84,0.68,2023-05-14 04:24:20.43
14.144000,40.827499,1.56,0.58,2023-05-14 01:46:57.98
14.136000,40.833801,2.75,0.58,2023-05-13 20:26:30.86
14.129700,40.827301,1.59,0.36,2023-05-13 16:36:04.96
14.129000,40.835300,2.28,0.48,2023-05-13 09:07:39.12
14.130300,40.832001,2.85,0.23,2023-05-13 05:45:31.74
14.137700,40.821999,0.84,0.23,2023-05-12 20:55:12.52
14.144800,40.824200,1.47,0.09,2023-05-12 20:38:31.57
14.145500,40.825001,1.47,0.09,2023-05-12 20:32:30.25
14.138300,40.820999,0.79,1.27,2023-05-12 11:05:56.91
14.135000,40.835499,2.24,0.23,2023-05-12 10:27:32.16
14.141000,40.831501,0.48,0.48,2023-05-12 03:53:05.8
14.152800,40.813499,2.90,0.23,2023-05-11 21:48:03.57
14.149000,40.823299,1.88,0.48,2023-05-11 15:30:58.68
14.128000,40.825500,1.86,0.68,2023-05-11 12:23:20.76
14.174700,40.823502,3.87,0.23,2023-05-11 03:46:53.55
14.146500,40.826199,1.49,0.23,2023-05-10 14:38:25.17
14.140200,40.827202,1.06,0.77,2023-05-10 14:26:34.53
14.146700,40.828999,1.61,0.23,2023-05-10 12:42:55.02
14.149700,40.828999,1.58,0.58,2023-05-10 12:38:34.72
14.148000,40.829498,1.69,0.09,2023-05-10 12:34:00.57
14.149000,40.828999,1.34,0.09,2023-05-10 11:54:13.35
14.150700,40.829201,1.37,0.09,2023-05-10 11:51:40.37
14.145000,40.820999,1.73,0.09,2023-05-10 01:31:23.98
14.140200,40.828999,1.36,0.09,2023-05-10 00:48:48.43
14.136800,40.821301,1.33,0.86,2023-05-09 22:59:44.55
14.136800,40.820999,1.13,0.36,2023-05-09 22:58:58.24
14.145300,40.827301,1.90,0.23,2023-05-09 22:54:31.15
14.146300,40.827702,1.87,0.36,2023-05-09 22:53:13.46
14.148300,40.828300,2.23,0.36,2023-05-09 22:53:02.37
14.144500,40.823299,2.23,0.36,2023-05-09 17:43:10.74
14.136500,40.821499,1.54,0.94,2023-05-09 08:41:01.84
14.120300,40.837002,2.95,0.09,2023-05-08 23:55:52.61
14.134000,40.823502,1.58,0.23,2023-05-08 22:50:16.02
14.135300,40.823799,1.97,0.09,2023-05-08 22:40:03.58
14.134300,40.823799,1.20,0.58,2023-05-08 22:39:50.31
14.135200,40.823502,1.81,1.48,2023-05-08 22:38:26.06
14.134700,40.824001,1.55,1.71,2023-05-08 22:35:43.85
14.135800,40.824200,1.65,0.36,2023-05-08 22:34:04.31
14.136500,40.823700,1.63,1.43,2023-05-08 22:33:51.25
14.137700,40.824799,2.35,2.69,2023-05-08 22:33:17.41
14.142200,40.827202,1.73,0.68,2023-05-08 19:06:54.94
14.132700,40.822701,1.40,0.23,2023-05-08 14:55:58.95
14.132300,40.824299,2.38,0.23,2023-05-08 02:49:31.61
14.142300,40.828800,1.85,0.77,2023-05-08 02:34:30.54
14.141200,40.828701,1.94,1.15,2023-05-08 02:33:03.78
14.137300,40.828201,1.54,0.94,2023-05-08 02:30:46.72
14.140200,40.827702,2.65,3.48,2023-05-08 02:28:34.26
14.142000,40.823299,1.37,0.23,2023-05-08 02:00:12.58
14.126000,40.836498,2.45,0.23,2023-05-07 16:01:02.93
14.147500,40.822800,1.72,0.09,2023-05-07 15:20:50.33
14.138200,40.826199,0.83,1.21,2023-05-07 11:45:34.69
14.116700,40.829700,2.77,0.23,2023-05-07 08:01:00.78
14.149200,40.826500,2.39,0.36,2023-05-07 04:32:59.55
14.123700,40.819302,2.82,0.09,2023-05-07 02:28:45.37
14.146800,40.823799,1.34,0.23,2023-05-06 19:56:26.05
14.131800,40.824001,0.88,0.94,2023-05-06 17:08:42.97
14.147700,40.827702,2.25,0.36,2023-05-06 16:56:58.01
14.146800,40.827301,2.48,0.86,2023-05-06 16:55:04.47
14.148200,40.825802,2.38,0.23,2023-05-06 16:47:08.55
14.146500,40.826801,2.39,0.09,2023-05-06 16:46:44.14
14.145800,40.826199,2.15,0.58,2023-05-06 16:40:21.5
14.148300,40.827301,2.52,0.09,2023-05-06 16:39:57.46
14.145500,40.827000,2.48,0.09,2023-05-06 16:36:26.68
14.151200,40.825699,2.31,0.36,2023-05-06 16:26:13.01
14.151700,40.826698,2.37,0.09,2023-05-06 16:24:34.89
14.151700,40.827202,2.38,0.23,2023-05-06 16:24:19.91
14.144000,40.826000,2.08,0.09,2023-05-06 16:23:08.54
14.132000,40.824001,1.16,1.58,2023-05-06 16:18:08.65
14.164800,40.809502,2.12,0.36,2023-05-06 14:29:45.76
14.144800,40.823799,1.44,0.58,2023-05-06 00:47:28.45
14.144500,40.822701,1.14,0.48,2023-05-06 00:40:52.44
14.151700,40.823502,1.58,0.23,2023-05-06 00:37:08.68
14.101500,40.807701,4.55,1.71,2023-05-05 17:41:05.22
14.132800,40.835201,1.75,0.23,2023-05-05 11:06:51.92
14.142700,40.834702,2.54,1.01,2023-05-05 09:10:26.18
14.130000,40.835701,2.18,0.09,2023-05-03 19:52:21.88
14.143200,40.806499,2.79,1.08,2023-05-03 03:08:37.59
14.144000,40.826302,1.64,0.09,2023-05-03 02:16:16.24
14.147800,40.831299,1.60,0.23,2023-05-02 22:56:08.09
14.149700,40.821800,1.64,0.23,2023-05-02 17:25:29.37
14.148700,40.825199,0.88,0.23,2023-05-02 16:20:22.07
14.124200,40.835701,2.70,0.77,2023-05-02 12:41:03.35
14.147300,40.824501,0.91,0.09,2023-05-02 06:35:10.15
14.135200,40.830299,1.78,0.58,2023-05-01 21:53:24.04
14.137200,40.827801,1.51,0.23,2023-05-01 20:54:27.13
14.135500,40.828300,1.64,0.36,2023-05-01 16:10:30.21
14.113500,40.833500,2.04,1.27,2023-05-01 15:27:09.04
14.134000,40.836300,2.52,1.01,2023-05-01 04:02:01.25
14.116500,40.824799,1.67,0.36,2023-05-01 03:02:44.12
14.141700,40.820301,1.61,0.09,2023-04-30 20:03:11.47
14.143800,40.819302,1.76,0.09,2023-04-30 19:22:54.6
14.141800,40.820301,1.58,0.09,2023-04-30 18:23:54.18
14.143300,40.820301,1.60,0.23,2023-04-30 18:22:29.19
14.144200,40.821701,1.83,0.23,2023-04-30 18:22:20.2
14.139800,40.822800,1.49,0.09,2023-04-30 17:59:40.26
14.094200,40.814499,3.48,1.21,2023-04-30 07:51:50.86
14.144700,40.829498,1.63,0.09,2023-04-30 03:55:25.03
14.117000,40.825298,0.90,0.09,2023-04-30 00:30:57.01
14.149000,40.810501,2.04,0.09,2023-04-29 23:50:44.3
14.145000,40.826698,1.50,0.36,2023-04-29 16:47:05.9
14.147700,40.831299,1.41,0.09,2023-04-29 15:50:25.32
14.151700,40.833199,1.75,0.58,2023-04-29 15:48:44.12
14.132500,40.822800,1.51,0.09,2023-04-29 13:41:37.14
14.131700,40.822800,1.49,0.23,2023-04-29 13:12:11.39
14.150500,40.814701,2.48,0.23,2023-04-28 23:41:25.21
14.134800,40.836201,2.22,0.36,2023-04-28 05:02:17.49
14.140500,40.827999,0.85,0.36,2023-04-26 22:06:50.55
14.120300,40.822800,0.79,0.09,2023-04-26 21:02:10.09
14.151700,40.829700,2.36,1.93,2023-04-26 03:05:34.8
14.151700,40.830200,2.40,2.31,2023-04-26 03:03:19.29
14.149200,40.828300,2.26,0.48,2023-04-26 02:58:42.7
14.154500,40.828201,2.03,1.01,2023-04-26 02:37:08.28
14.143000,40.830299,1.63,0.23,2023-04-26 02:07:20.68
14.155500,40.820301,2.60,0.09,2023-04-26 01:40:03.71
14.136700,40.827999,1.88,0.23,2023-04-25 23:56:45.7
14.151000,40.825001,1.06,0.68,2023-04-24 21:30:44.94
14.150500,40.825699,1.34,0.23,2023-04-24 21:29:45.92
14.173300,40.827301,5.13,0.48,2023-04-24 16:23:05.88
14.143200,40.831501,1.25,0.23,2023-04-24 14:52:45.79
14.141500,40.826000,1.66,0.68,2023-04-24 08:01:30.71
14.116300,40.830200,2.09,0.48,2023-04-23 23:13:47.03
14.149000,40.811199,2.77,0.23,2023-04-23 20:58:11.38
14.149000,40.810501,2.32,0.23,2023-04-23 20:57:56.39
14.132200,40.825802,1.58,0.58,2023-04-23 17:50:32.82
14.130300,40.825699,1.37,0.36,2023-04-23 17:50:23.33
14.152500,40.814201,2.29,0.23,2023-04-23 13:14:42.24
14.151700,40.813301,2.72,0.23,2023-04-23 11:08:04.84
14.142300,40.822701,1.07,1.01,2023-04-23 10:14:43.02
14.150500,40.823299,0.96,0.68,2023-04-23 10:06:15
14.149000,40.824200,1.05,0.23,2023-04-23 09:55:44.33
14.141300,40.806999,2.70,0.23,2023-04-23 08:18:37.32
14.144200,40.818199,0.32,0.36,2023-04-23 07:44:00.19
14.151700,40.823002,0.74,0.09,2023-04-23 06:43:37.33
14.144700,40.824501,1.04,0.09,2023-04-23 02:27:14.91
14.146300,40.820000,0.11,1.99,2023-04-23 00:35:20.68
14.143000,40.819698,0.45,0.09,2023-04-23 00:21:25.93
14.142300,40.820301,0.58,0.94,2023-04-23 00:20:13.24
14.143700,40.819500,0.46,0.86,2023-04-23 00:12:28.41
14.143800,40.820301,0.54,0.94,2023-04-23 00:02:05.76
14.144200,40.820000,0.45,0.94,2023-04-22 23:48:13.09
14.137200,40.829700,1.19,0.09,2023-04-22 20:24:50.88
14.142700,40.819302,0.36,0.36,2023-04-22 17:03:57.79
14.143300,40.818802,0.37,0.68,2023-04-22 16:48:45.09
14.142300,40.817799,0.28,0.68,2023-04-22 16:27:43.45
14.142800,40.819801,0.28,0.36,2023-04-22 14:09:16.57
14.142200,40.820702,0.11,0.23,2023-04-22 13:22:17.25
14.142700,40.819801,0.40,1.33,2023-04-22 13:21:36.43
14.141700,40.819500,0.56,0.58,2023-04-22 13:18:58.41
14.137200,40.821800,1.16,0.23,2023-04-22 12:31:56.1
14.136700,40.824799,1.20,0.36,2023-04-22 12:30:39.9
14.138800,40.821800,0.24,0.36,2023-04-22 08:05:48.27
14.140300,40.827999,0.91,0.09,2023-04-22 05:38:55.27
14.136800,40.821701,1.19,0.23,2023-04-22 05:02:31.55
14.133500,40.827702,1.26,0.58,2023-04-22 04:51:37.56
14.149800,40.823502,1.72,0.23,2023-04-22 04:14:36.56
14.086300,40.827702,2.90,1.78,2023-04-22 03:24:35.55
14.088300,40.826000,2.40,0.36,2023-04-22 02:17:54.3
14.113500,40.831001,2.66,0.86,2023-04-21 13:24:16.24
14.106000,40.834499,3.00,0.68,2023-04-21 03:14:58.56
14.110300,40.834499,3.14,2.17,2023-04-21 03:11:43.23
14.108000,40.829800,2.66,0.09,2023-04-21 02:45:14.29
14.110800,40.831799,2.79,0.94,2023-04-21 02:22:37.12
14.140800,40.831299,1.18,0.23,2023-04-20 17:26:52.92
14.145700,40.831299,1.81,0.36,2023-04-20 16:11:32.95
14.149800,40.809299,2.27,0.23,2023-04-20 11:53:20.65
14.143300,40.824200,1.50,0.36,2023-04-20 08:01:37.2
14.143700,40.825001,1.34,0.48,2023-04-20 08:01:19.58
14.149000,40.817699,1.40,0.58,2023-04-20 03:52:03.07
14.135800,40.824501,1.38,0.48,2023-04-20 03:04:42.74
14.149300,40.825001,0.95,0.36,2023-04-20 02:38:45.33
14.144500,40.827301,1.39,0.09,2023-04-20 01:47:58.8
14.149800,40.825802,1.10,0.68,2023-04-20 00:35:17.88
14.150300,40.826000,1.25,0.36,2023-04-19 23:31:04.5
14.149000,40.825001,1.20,0.23,2023-04-19 23:28:17.84
14.142300,40.828499,1.71,0.48,2023-04-19 18:06:28.53
14.137800,40.827301,1.79,0.94,2023-04-19 18:03:00.49
14.140200,40.826500,2.41,1.21,2023-04-19 18:01:06.54
14.138300,40.827499,2.23,1.15,2023-04-19 18:00:46.34
14.139300,40.828499,2.49,0.36,2023-04-19 18:00:27.29
14.140200,40.828201,2.45,0.94,2023-04-19 17:59:21.77
14.141200,40.826199,0.74,0.23,2023-04-19 10:58:06.48
14.142300,40.825500,0.71,0.23,2023-04-19 10:57:57.14
14.142700,40.827000,2.15,1.01,2023-04-19 10:53:34.22
14.142300,40.824799,0.61,0.58,2023-04-19 10:53:23.44
14.139200,40.827801,1.07,0.23,2023-04-19 08:53:28.71
14.105200,40.799999,2.99,1.01,2023-04-19 04:28:44.72
14.119000,40.808800,2.95,0.23,2023-04-18 16:19:17.23
14.114300,40.822800,2.40,0.36,2023-04-18 15:42:32.63
14.129200,40.822800,2.18,0.58,2023-04-18 04:11:44.16
14.144000,40.828300,1.15,0.23,2023-04-18 01:05:33.9
14.109300,40.801498,4.24,0.36,2023-04-18 00:51:33.74
14.155500,40.813301,2.41,0.09,2023-04-18 00:37:03.35
14.120300,40.809700,3.50,1.78,2023-04-18 00:21:31.89
14.115000,40.804199,4.53,2.20,2023-04-18 00:03:25.5
14.108200,40.803501,4.86,1.96,2023-04-18 00:00:03.51
14.116200,40.805000,4.05,2.17,2023-04-17 23:59:46.4
14.123200,40.830299,2.51,0.58,2023-04-17 17:35:46.13
14.151700,40.823002,0.83,0.77,2023-04-17 10:00:45.36
14.147000,40.828499,1.47,0.94,2023-04-17 08:54:24
14.149700,40.823200,0.98,0.09,2023-04-17 08:53:38.6
14.148700,40.830200,1.61,1.15,2023-04-17 08:50:49.04
14.144700,40.827999,1.59,0.09,2023-04-17 03:27:49.7
14.137300,40.828999,1.65,0.36,2023-04-16 23:12:43.29
14.139000,40.829201,0.79,0.09,2023-04-16 14:01:52.61
14.154700,40.820301,2.52,0.48,2023-04-16 09:55:09.99
14.129800,40.819302,1.72,0.09,2023-04-16 02:37:01.55
14.146300,40.828800,2.11,0.94,2023-04-15 22:06:23.45
14.156200,40.817001,2.74,1.43,2023-04-15 16:11:46.93
14.110000,40.807701,4.49,1.86,2023-04-15 11:11:02.45
14.153700,40.813301,2.45,0.36,2023-04-15 05:58:52.06
14.154200,40.814499,2.36,2.71,2023-04-15 05:54:40.43
14.156300,40.814999,2.75,2.63,2023-04-15 05:54:37.22
14.152800,40.812500,2.48,0.77,2023-04-15 05:53:32.25
14.149500,40.809502,2.47,0.23,2023-04-15 05:51:22.99
14.149000,40.810200,2.69,0.36,2023-04-15 05:51:05.71
14.155300,40.814800,2.59,1.15,2023-04-15 05:50:49.24
14.151500,40.811699,2.51,0.77,2023-04-15 05:50:12.03
14.154200,40.814301,2.86,1.53,2023-04-15 05:49:25.12
14.155000,40.814201,2.53,0.36,2023-04-15 05:45:35.71
14.157000,40.813301,2.81,1.66,2023-04-15 05:44:16.54
14.153700,40.812199,2.36,0.77,2023-04-14 18:07:31.53
14.140300,40.828701,0.96,0.58,2023-04-14 17:10:10.04
14.140200,40.827000,0.81,0.36,2023-04-14 13:01:29.2
14.140200,40.828701,1.13,0.58,2023-04-14 13:01:15.45
14.138700,40.828999,0.75,0.23,2023-04-14 12:45:06.53
14.140200,40.830299,0.76,0.23,2023-04-14 12:22:16.23
14.154800,40.815701,2.35,0.94,2023-04-14 12:04:01.74
14.147200,40.807999,2.26,0.48,2023-04-14 12:03:19.94
14.140000,40.831501,0.69,0.23,2023-04-14 10:54:51.53
14.132300,40.837700,1.69,0.48,2023-04-14 07:12:37.61
14.130000,40.835201,2.34,0.86,2023-04-14 07:11:05.16
14.162000,40.818001,2.84,1.21,2023-04-14 03:43:23.7
14.136700,40.825500,2.11,0.48,2023-04-13 22:51:07.26
14.112000,40.813801,3.52,0.58,2023-04-13 21:00:42.94
14.147300,40.831299,1.92,1.53,2023-04-13 19:09:03.62
14.113000,40.808701,3.73,0.86,2023-04-13 05:47:17.78
14.128800,40.830700,2.17,0.48,2023-04-13 02:19:13.91
14.112000,40.802700,3.62,0.86,2023-04-13 00:01:43.06
14.113500,40.807999,4.52,0.68,2023-04-12 23:31:53.91
14.113800,40.813000,4.74,0.68,2023-04-12 23:31:25.28
14.129000,40.831501,1.33,0.09,2023-04-12 22:19:27.28
14.150200,40.827499,1.16,0.09,2023-04-12 09:50:53.29
14.149800,40.827301,1.26,0.23,2023-04-12 09:37:56.99
14.109800,40.834499,2.88,0.94,2023-04-12 00:27:56.04
14.138700,40.835499,1.43,1.01,2023-04-11 23:52:42.54
14.139500,40.830002,1.02,0.36,2023-04-11 23:41:37.78
14.142200,40.829300,2.15,0.68,2023-04-11 21:39:02.28
14.143700,40.830799,2.22,0.36,2023-04-11 21:25:42.42
14.142000,40.831501,2.49,0.58,2023-04-11 17:24:06.54
14.102700,40.807499,4.23,1.43,2023-04-11 11:02:34.45
14.140200,40.827999,1.79,0.48,2023-04-11 10:18:56.7
14.143200,40.828701,2.34,0.23,2023-04-11 08:53:43.71
14.143700,40.830502,2.62,0.48,2023-04-11 08:36:49.62
14.145700,40.829498,0.65,0.09,2023-04-11 08:06:14.22
14.138500,40.824001,0.90,0.09,2023-04-11 06:19:41.01
14.140200,40.827702,1.63,0.09,2023-04-11 00:54:29.37
14.149000,40.808701,2.53,0.09,2023-04-10 22:46:34.74
14.138700,40.834999,1.50,0.23,2023-04-10 12:09:54.13
14.142300,40.824501,0.91,0.09,2023-04-10 09:01:06.37
14.138000,40.823002,0.90,0.09,2023-04-10 08:30:45.31
14.140000,40.823502,0.94,0.48,2023-04-10 06:10:17.03
14.140200,40.828201,1.14,0.23,2023-04-10 04:50:09.23
14.140200,40.828999,1.16,0.68,2023-04-10 04:49:31.67
14.138300,40.826199,1.75,0.09,2023-04-10 04:34:18.15
14.140200,40.829700,2.13,0.36,2023-04-10 04:33:55.05
14.141700,40.835701,2.58,2.92,2023-04-10 03:54:45.48
14.167500,40.850800,2.02,0.23,2023-04-10 02:26:03.5
14.153500,40.813801,2.67,0.48,2023-04-10 02:18:27.96
14.123500,40.826698,2.48,0.23,2023-04-09 22:35:38.14
14.153500,40.810200,2.68,0.09,2023-04-09 19:08:02.33
14.153300,40.812199,2.50,0.23,2023-04-09 18:48:34.04
14.153700,40.811501,2.42,0.23,2023-04-09 18:42:21.24
14.149500,40.810299,2.31,0.09,2023-04-09 18:31:46.19
14.152300,40.811501,2.47,0.86,2023-04-09 18:31:22.86
14.152700,40.812500,2.53,0.09,2023-04-09 16:22:53.43
14.151500,40.810200,2.67,0.48,2023-04-09 16:15:23.98
14.154200,40.811699,2.36,0.23,2023-04-09 15:46:52.64
14.141500,40.836300,1.19,0.23,2023-04-08 06:09:25.26
14.140800,40.835800,1.31,0.23,2023-04-08 06:08:25.59
14.140200,40.835701,1.15,0.09,2023-04-08 05:58:31.7
14.143500,40.821301,1.52,0.09,2023-04-07 02:10:19.06
14.143300,40.819199,1.80,0.48,2023-04-07 01:54:06.92
14.145500,40.823299,1.63,0.23,2023-04-07 01:53:48.32
14.144200,40.822201,1.67,0.09,2023-04-07 01:24:41.19
14.145500,40.822800,1.74,0.23,2023-04-07 01:24:36.9
14.144300,40.825199,1.62,0.68,2023-04-07 00:34:53.95
14.132300,40.830002,1.68,0.36,2023-04-05 16:13:16.87
14.137300,40.821701,1.23,0.48,2023-04-05 11:08:04.41
14.137000,40.821201,0.95,0.58,2023-04-05 10:01:49.46
14.123300,40.799801,2.87,0.09,2023-04-05 08:18:33.61
14.090700,40.779800,2.56,1.66,2023-04-04 14:45:16.62
14.142800,40.830799,1.35,0.09,2023-04-04 11:19:41.55
14.134200,40.827801,1.39,0.09,2023-04-04 06:45:09.74
14.130800,40.827499,1.65,0.36,2023-04-04 04:27:30.4
14.153700,40.806499,2.86,0.09,2023-04-04 00:39:33.24
14.145300,40.831299,1.46,0.23,2023-04-04 00:19:05.41
14.142800,40.831501,1.66,0.09,2023-04-03 18:35:08.33
14.143300,40.829700,1.53,0.09,2023-04-03 18:22:39.11
14.151800,40.808498,2.88,0.23,2023-04-03 14:40:41.8
14.147300,40.826302,1.71,0.23,2023-04-03 11:57:54.37
14.123200,40.822800,1.23,0.36,2023-04-03 04:23:03.23
14.125700,40.827000,1.81,0.36,2023-04-03 00:59:54.71
14.127000,40.829300,1.86,0.36,2023-04-03 00:58:08.42
14.125800,40.827702,1.11,0.09,2023-04-02 23:23:32.62
14.141700,40.827499,1.67,0.36,2023-04-02 22:22:28.51
14.139800,40.827000,2.01,0.23,2023-04-02 22:21:59.41
14.143700,40.827999,2.17,0.23,2023-04-02 22:21:34.49
14.126700,40.825199,1.23,0.23,2023-04-02 18:58:24.54
14.144800,40.826000,2.14,0.23,2023-04-02 15:31:16.94
14.127000,40.825001,1.31,0.23,2023-04-02 06:16:28.15
14.140800,40.831299,1.25,0.09,2023-04-02 00:46:08.62
14.149500,40.825500,0.97,0.09,2023-04-01 13:43:34.84
14.147200,40.826302,1.65,0.58,2023-04-01 06:04:14.83
14.142200,40.828201,1.80,0.58,2023-04-01 06:04:10.64
14.143800,40.826698,1.60,0.23,2023-04-01 05:06:31.58
14.146700,40.825699,1.84,0.09,2023-03-31 19:39:51.85
14.135500,40.840698,1.49,0.09,2023-03-31 13:45:00.61
14.134700,40.827499,1.97,1.27,2023-03-31 13:08:57.11
14.136500,40.826302,2.27,1.78,2023-03-31 13:07:06.38
14.142700,40.826801,1.93,0.23,2023-03-31 13:06:17.27
14.143300,40.827202,2.21,0.36,2023-03-31 13:05:14.35
14.137000,40.843201,1.59,0.23,2023-03-31 11:27:33.55
14.140200,40.830002,2.15,0.48,2023-03-31 07:18:23.76
14.131000,40.824501,1.98,0.86,2023-03-31 04:32:35.08
14.140800,40.829800,1.45,0.58,2023-03-30 10:23:43.77
14.141300,40.831501,1.60,0.23,2023-03-30 09:19:58.28
14.134200,40.831501,1.51,0.58,2023-03-30 05:31:35.98
14.140200,40.828201,1.40,0.09,2023-03-29 14:38:05.02
14.140700,40.826199,1.07,1.43,2023-03-28 12:17:24.97
14.113300,40.831501,1.85,1.33,2023-03-28 10:22:37.98
14.122700,40.838200,2.18,1.43,2023-03-28 09:42:02.62
14.121500,40.840000,1.31,1.66,2023-03-28 09:38:36.45
14.140200,40.826698,1.07,0.86,2023-03-28 00:53:36.29
14.137000,40.829498,1.80,0.77,2023-03-27 18:17:20.35
14.130700,40.828300,2.13,2.20,2023-03-27 14:35:46.44
14.151700,40.827999,1.90,0.09,2023-03-27 13:41:12.06
14.141500,40.829498,0.85,0.09,2023-03-27 04:16:42.26
14.144800,40.811199,2.34,0.09,2023-03-26 08:11:08.59
14.115300,40.831299,2.16,0.48,2023-03-26 07:08:13.88
14.134500,40.825802,1.93,0.23,2023-03-25 23:44:57.62
14.133700,40.828999,1.13,0.23,2023-03-25 17:53:29.39
14.131300,40.823002,1.63,1.08,2023-03-25 07:55:04.79
14.132700,40.823502,1.83,1.15,2023-03-25 07:31:42.56
