Longitude,Latitude,Depth,MD,Time
14.150333,40.828000,2.72,1.60,2024-03-16 18:56:18.269
14.113667,40.805000,3.67,1.50,2024-03-14 16:27:17.779
14.140500,40.834833,2.64,1.70,2024-03-12 21:25:50.18
14.138333,40.825333,1.56,1.40,2024-03-12 21:00:51.269
14.144667,40.820500,0.31,2.40,2024-03-10 17:15:06.839
14.150000,40.819500,0.15,2.20,2024-03-10 17:13:09.309
14.144667,40.819667,0.36,1.60,2024-03-10 15:14:51.859
14.131000,40.834000,1.68,1.00,2024-03-10 15:09:09.509
14.139667,40.818667,0.92,1.10,2024-03-09 22:02:28.009
14.088667,40.827000,2.53,1.40,2024-03-09 11:58:54.609
14.140500,40.819500,0.23,1.30,2024-03-08 17:16:16.14
14.140667,40.819000,0.21,2.10,2024-03-08 16:48:46.45
14.142000,40.818500,0.36,2.20,2024-03-08 16:26:51.509
14.146833,40.819333,0.48,2.30,2024-03-08 13:04:49.019
14.145500,40.819333,0.34,1.00,2024-03-08 12:02:15.079
14.143667,40.816500,0.30,1.00,2024-03-08 11:49:43
14.146167,40.819833,0.27,1.40,2024-03-08 08:36:12.93
14.131333,40.825000,2.39,1.50,2024-03-08 03:30:35.64
14.126500,40.825000,2.62,1.20,2024-03-08 02:52:20.849
14.130833,40.824667,2.53,1.80,2024-03-08 02:41:14.859
14.144667,40.818833,0.49,1.70,2024-03-07 22:17:44.21
14.145333,40.820000,0.39,1.60,2024-03-07 22:09:44.529
14.144333,40.820000,0.42,1.80,2024-03-07 22:07:51.45
14.137000,40.825000,1.51,1.00,2024-03-07 16:55:33.18
14.121500,40.834667,2.76,1.60,2024-03-05 05:36:32.42
14.141833,40.828667,1.24,1.00,2024-03-04 20:58:42.359
14.157000,40.819167,2.64,1.00,2024-03-03 14:01:22.17
14.152167,40.816000,2.95,3.20,2024-03-03 09:01:59.609
14.143833,40.822667,1.92,1.70,2024-03-02 22:03:57.66
14.143333,40.821667,1.81,1.40,2024-03-02 21:58:18.869
14.140167,40.826167,0.70,1.50,2024-02-29 04:45:48.109
14.086833,40.828167,2.75,1.30,2024-02-28 08:27:36.92
14.126500,40.830500,2.08,1.90,2024-02-26 04:25:20.319
14.146167,40.826833,1.50,1.10,2024-02-25 22:00:11.21
14.145500,40.803667,3.22,1.30,2024-02-21 19:37:44.859
14.140167,40.829167,0.93,1.30,2024-02-19 01:02:04.5
14.098000,40.827000,2.06,1.80,2024-02-19 00:56:34.21
14.110667,40.838333,3.19,3.00,2024-02-17 19:22:09.22
14.097500,40.811333,2.98,2.70,2024-02-17 18:09:50.63
14.127000,40.832000,2.84,1.90,2024-02-16 16:59:02.029
14.149833,40.834333,2.60,1.30,2024-02-11 05:31:25.97
14.144333,40.831333,1.81,1.70,2024-02-11 05:26:47.75
14.135333,40.833667,2.67,1.10,2024-02-06 03:31:32.559
14.131000,40.835500,2.52,1.10,2024-02-06 03:31:07.92
14.117000,40.808500,3.06,2.00,2024-02-06 02:23:49.75
14.140167,40.834000,2.65,1.10,2024-02-04 23:57:25.69
14.137500,40.833500,2.66,2.00,2024-02-04 23:05:20.839
14.134500,40.828667,2.22,1.20,2024-02-04 21:41:49.97
14.128667,40.834333,2.51,2.10,2024-02-03 10:07:27.24
14.139500,40.836833,2.81,1.10,2024-02-03 01:33:25.48
14.121667,40.819667,0.92,1.10,2024-02-02 15:17:03.25
14.109833,40.804333,3.01,1.30,2024-02-02 08:01:41.69
14.117167,40.793333,2.80,1.50,2024-01-30 03:38:34.64
14.107167,40.814000,2.57,1.90,2024-01-26 12:55:32.759
14.140833,40.816167,2.54,1.00,2024-01-26 05:54:02.579
14.159167,40.816833,2.49,1.40,2024-01-26 04:17:49.309
14.135833,40.824333,1.82,1.40,2024-01-25 17:44:49.45
14.175000,40.844833,2.50,2.00,2024-01-24 14:05:26.38
14.106667,40.806333,2.96,2.60,2024-01-21 09:35:04.859
14.125167,40.828667,2.34,1.00,2024-01-18 20:20:28.509
14.132833,40.830500,2.89,1.40,2024-01-18 04:17:01.73
14.146000,40.830333,1.44,1.10,2024-01-10 21:53:44.089
14.141167,40.826167,0.84,1.40,2023-12-15 00:26:46.549
14.121833,40.834833,2.29,1.40,2023-12-08 17:37:49.88
14.139333,40.825667,0.68,1.10,2023-11-25 02:37:48.549
14.137000,40.829667,2.37,1.30,2023-11-24 20:20:21.47
14.137500,40.823000,1.72,1.40,2023-11-24 09:39:18.39
14.137000,40.822833,1.56,1.10,2023-11-24 09:03:36.269
14.135000,40.822333,1.45,1.10,2023-11-24 09:00:20.269
14.135833,40.823333,1.21,1.20,2023-11-24 08:59:36.559
14.133333,40.831500,2.81,3.00,2023-11-23 18:41:46.9
14.138167,40.829333,2.69,1.30,2023-11-23 18:27:28.92
14.126333,40.828667,2.25,1.10,2023-11-23 15:37:10.119
14.138667,40.827500,2.36,1.30,2023-11-23 03:59:44.17
14.110333,40.834500,2.98,1.00,2023-11-13 04:41:49.41
14.132000,40.833333,2.37,1.30,2023-11-11 19:15:55.94
14.141500,40.828000,1.25,1.30,2023-11-10 17:51:58.279
14.140167,40.831500,2.42,1.00,2023-11-08 00:49:57.519
14.117167,40.837500,2.81,1.30,2023-11-06 02:15:00.529
14.119500,40.836667,2.69,1.70,2023-11-04 20:07:55.67
14.157667,40.817000,2.53,1.70,2023-11-04 14:14:09.45
14.147000,40.809500,3.17,1.00,2023-11-04 07:19:27.519
14.142833,40.831500,2.74,1.40,2023-11-03 13:52:12.289
14.134833,40.828000,2.09,1.00,2023-11-02 00:01:44.019
14.133167,40.832333,2.23,1.00,2023-11-02 00:01:38.9
14.126833,40.832833,2.50,1.20,2023-11-01 08:28:40.89
14.092000,40.831167,2.71,1.10,2023-11-01 07:39:17.269
14.092000,40.825167,2.61,1.30,2023-10-31 14:06:39.539
14.158167,40.822333,2.45,1.70,2023-10-26 21:24:09.16
14.156500,40.821833,2.50,1.00,2023-10-26 20:13:48.43
14.156333,40.819667,2.76,2.00,2023-10-26 11:17:47.75
14.120000,40.801500,3.64,1.20,2023-10-26 03:55:11.529
14.141333,40.831667,2.03,1.00,2023-10-25 18:44:20.93
14.129667,40.807500,3.72,1.30,2023-10-22 17:02:59.49
14.102167,40.811333,2.82,1.10,2023-10-21 15:55:07.049
14.142833,40.827167,2.33,2.20,2023-10-19 04:02:48.96
14.139833,40.826667,1.85,1.10,2023-10-19 04:01:51.099
14.146833,40.826500,2.08,1.00,2023-10-19 04:01:30.569
14.143500,40.824667,1.08,1.00,2023-10-19 04:01:12.99
14.136833,40.826000,2.10,1.00,2023-10-19 04:01:06.819
14.146000,40.827333,2.54,2.20,2023-10-19 04:00:45.269
14.145000,40.827000,2.13,2.00,2023-10-19 04:00:38.339
14.115833,40.833500,2.81,1.30,2023-10-19 01:11:02.48
14.136667,40.829167,2.81,1.70,2023-10-17 21:19:19.38
14.142167,40.825000,2.07,3.60,2023-10-16 10:36:21.119
14.115333,40.836500,2.52,1.90,2023-10-15 17:57:58.329
14.124833,40.833167,2.76,1.40,2023-10-15 14:18:59.559
14.136667,40.827333,1.76,1.40,2023-10-14 16:49:45.42
14.141167,40.824833,0.81,1.70,2023-10-12 21:05:27.92
14.087833,40.825167,2.52,1.10,2023-10-11 13:56:54.789
14.142333,40.835667,1.45,1.00,2023-10-09 07:26:54.9
14.142167,40.837333,1.42,1.10,2023-10-09 07:16:49.019
14.107667,40.806000,2.94,1.30,2023-10-09 03:13:00.029
14.112833,40.834167,2.93,1.30,2023-10-08 02:18:45.63
14.134167,40.829500,2.50,2.60,2023-10-04 08:46:55.029
14.138167,40.821667,1.85,1.80,2023-10-04 08:18:29.66
14.138167,40.820833,0.86,2.20,2023-10-03 02:15:24.819
14.139667,40.822167,1.44,1.80,2023-10-03 02:15:18.67
14.138167,40.821667,0.94,1.00,2023-10-03 01:53:45.119
14.138000,40.821000,0.90,1.10,2023-10-03 00:27:23.009
14.150000,40.830667,2.63,4.00,2023-10-02 20:08:26.69
14.133833,40.832833,2.80,1.80,2023-10-02 18:53:29.859
14.135167,40.833167,2.30,1.10,2023-10-02 01:15:06.41
14.146833,40.816000,2.89,1.00,2023-10-02 01:10:48.789
14.126667,40.830167,2.19,1.00,2023-10-01 13:55:37.69
14.135667,40.832833,2.46,2.90,2023-10-01 13:33:09.019
14.098833,40.809500,2.98,1.10,2023-10-01 06:22:00.94
14.102500,40.808833,3.83,2.20,2023-10-01 04:42:34.769
14.121833,40.803000,4.02,2.10,2023-10-01 01:15:29.5
14.109167,40.811333,2.99,2.30,2023-09-30 01:46:48.88
14.139667,40.826500,2.79,2.70,2023-09-29 21:57:58.319
14.116000,40.831833,2.78,1.00,2023-09-29 21:35:27.119
14.116000,40.830667,2.57,1.30,2023-09-29 21:25:07.259
14.133333,40.833500,2.36,1.00,2023-09-29 20:53:59.72
14.133667,40.833667,2.77,2.10,2023-09-29 20:04:28.349
14.154667,40.824333,2.17,1.20,2023-09-29 09:56:38.579
14.125167,40.833833,2.62,1.10,2023-09-29 00:28:24.559
14.134000,40.823833,0.66,1.90,2023-09-29 00:20:39.47
14.147667,40.825500,0.91,1.00,2023-09-28 21:43:37.66
14.135667,40.821667,0.56,1.70,2023-09-28 18:38:22.94
14.149000,40.825167,1.36,1.00,2023-09-28 14:51:52.269
14.131667,40.824333,1.85,1.60,2023-09-28 14:42:03.45
14.144833,40.825000,0.93,1.00,2023-09-28 09:06:56.48
14.133667,40.827000,2.29,1.00,2023-09-28 08:49:52.24
14.127667,40.820000,1.77,1.50,2023-09-27 23:14:30.279
14.140167,40.826667,1.70,2.10,2023-09-27 21:00:25.23
14.151667,40.824167,1.48,1.20,2023-09-27 20:45:36.039
14.135333,40.826333,1.27,1.30,2023-09-27 20:30:12.64
14.133833,40.826000,1.14,1.60,2023-09-27 20:25:37.029
14.151667,40.823833,1.34,1.20,2023-09-27 19:59:35.519
14.142333,40.818667,0.28,2.80,2023-09-27 09:16:18.14
14.142333,40.819000,0.39,2.10,2023-09-27 08:45:27.38
14.159000,40.819167,2.83,4.20,2023-09-27 01:35:34.349
14.156333,40.818333,2.53,1.00,2023-09-27 00:04:09.039
14.156333,40.820333,2.54,1.10,2023-09-26 23:51:38.859
14.155333,40.818167,2.79,1.40,2023-09-26 22:30:21
14.156000,40.818500,2.71,2.10,2023-09-26 21:36:38.65
14.144833,40.819667,0.31,1.80,2023-09-26 20:49:15.049
14.147167,40.820333,0.55,1.10,2023-09-26 20:07:30.589
14.132667,40.824500,0.65,1.10,2023-09-26 17:32:11.49
14.132000,40.824167,0.79,1.90,2023-09-26 13:55:16.329
14.113833,40.802833,3.60,1.30,2023-09-26 09:25:47.2
14.109667,40.804667,3.47,1.20,2023-09-26 07:14:13.589
14.108000,40.805833,3.69,3.30,2023-09-26 07:10:29.589
14.134500,40.825500,1.02,1.20,2023-09-26 06:50:22.43
14.106667,40.807500,3.34,2.50,2023-09-26 06:31:43.579
14.134167,40.824000,0.96,1.60,2023-09-26 03:54:56.88
14.146500,40.824500,1.91,1.60,2023-09-26 03:07:48.5
14.140000,40.824500,1.65,1.70,2023-09-26 03:07:42.41
14.143833,40.825667,1.81,1.50,2023-09-26 03:07:32.24
14.136667,40.828000,2.09,2.10,2023-09-26 03:06:29.75
14.134000,40.823833,0.84,1.20,2023-09-26 01:34:55.7
14.141000,40.825167,0.86,1.30,2023-09-26 00:08:27.7
14.119333,40.834667,2.07,1.00,2023-09-25 17:29:53.269
14.138333,40.826667,1.49,1.30,2023-09-25 14:58:17.93
14.136500,40.825333,1.81,1.40,2023-09-25 14:58:11.269
14.123000,40.834000,2.63,1.80,2023-09-25 14:34:04.769
14.126500,40.831500,2.47,1.00,2023-09-25 01:51:37.109
14.142333,40.826833,0.74,1.40,2023-09-24 19:50:01.579
14.140833,40.826333,0.82,1.10,2023-09-24 19:44:20.869
14.087500,40.829500,2.76,1.70,2023-09-24 16:33:24.539
14.153667,40.814000,2.98,2.80,2023-09-24 15:35:02.029
14.142333,40.821667,0.51,2.10,2023-09-24 11:53:12.869
14.097333,40.824000,1.44,1.20,2023-09-23 13:50:33.92
14.126333,40.831500,1.66,1.30,2023-09-23 13:08:33.43
14.130500,40.824500,2.08,1.20,2023-09-23 12:42:22.74
14.130167,40.824500,2.13,1.20,2023-09-23 12:29:56.38
14.088500,40.824167,2.61,1.50,2023-09-23 05:58:44.72
14.127833,40.833333,1.84,1.40,2023-09-23 03:52:50.92
14.128333,40.824167,2.55,2.10,2023-09-23 03:18:56.769
14.137000,40.834000,2.14,1.00,2023-09-23 01:22:30.119
14.098500,40.808500,3.06,1.80,2023-09-23 01:12:04.49
14.138500,40.835000,2.65,1.60,2023-09-23 01:07:47.97
14.140833,40.839167,1.80,1.60,2023-09-22 23:39:04.5
14.118500,40.822833,2.59,1.00,2023-09-22 21:48:05.049
14.120333,40.822833,2.57,1.90,2023-09-22 21:46:10.509
14.115500,40.824333,2.59,1.00,2023-09-22 21:15:00.049
14.121167,40.824500,2.31,1.00,2023-09-22 20:46:32.65
14.144167,40.829333,1.69,1.00,2023-09-22 09:07:26.339
14.143167,40.831500,2.10,3.20,2023-09-22 09:01:59.95
14.141667,40.834667,2.24,1.00,2023-09-22 03:21:06.18
14.082833,40.822500,2.82,1.10,2023-09-21 23:16:32.96
14.139833,40.822333,1.91,1.10,2023-09-21 21:21:38.68
14.158167,40.815833,2.79,2.70,2023-09-20 22:54:29.079
14.142167,40.824333,1.56,1.00,2023-09-20 19:40:43.25
14.145333,40.823333,2.71,2.10,2023-09-20 17:45:06.13
14.137500,40.826667,0.74,1.10,2023-09-20 15:06:48.67
14.140167,40.828167,1.70,1.20,2023-09-20 03:04:44.759
14.130667,40.831500,2.66,1.10,2023-09-15 02:06:48.859
14.123667,40.833667,2.70,1.50,2023-09-14 08:04:13.579
14.104333,40.804333,3.69,1.00,2023-09-12 21:16:53.619
14.102333,40.803333,3.81,1.30,2023-09-12 13:50:59.089
14.139167,40.828000,2.31,2.90,2023-09-12 02:28:50.2
14.110000,40.806500,3.80,1.00,2023-09-11 18:32:06.73
14.148200,40.834202,1.69,0.09,2023-09-07 18:56:14.77
14.140800,40.828201,1.38,0.23,2023-09-07 18:51:51.92
14.146000,40.830200,1.15,0.23,2023-09-07 18:20:30.36
14.140200,40.825298,0.91,0.36,2023-09-07 18:19:00.97
14.143000,40.830200,1.22,0.23,2023-09-07 18:15:41.3
14.147200,40.832802,1.50,0.68,2023-09-07 18:13:12.98
14.147000,40.832001,1.30,0.48,2023-09-07 18:07:20.54
14.145200,40.831299,1.50,0.48,2023-09-07 18:05:25.41
14.144500,40.831799,1.29,0.36,2023-09-07 18:02:43.12
14.151700,40.825298,1.51,0.36,2023-09-07 17:59:16.3
14.145200,40.831299,1.76,0.48,2023-09-07 17:54:00.92
14.151700,40.834301,1.86,0.23,2023-09-07 17:52:14.13
14.145800,40.831299,1.58,0.09,2023-09-07 17:52:06.72
14.143300,40.827202,1.41,0.48,2023-09-07 17:51:46.94
14.141800,40.831001,1.38,0.23,2023-09-07 17:50:57.08
14.146500,40.831299,2.49,3.79,2023-09-07 17:45:28.78
14.151700,40.834301,1.70,0.23,2023-09-07 17:16:29.25
14.141800,40.829498,1.38,0.36,2023-09-05 22:46:24.9
14.139000,40.821701,2.39,0.58,2023-09-05 14:02:30.61
14.128500,40.820702,1.71,0.23,2023-09-05 11:29:51.32
14.127700,40.824501,1.85,0.23,2023-09-04 21:51:12.03
14.164200,40.813499,3.02,0.09,2023-09-04 14:01:27.51
14.143200,40.828499,1.84,0.09,2023-09-04 08:49:38.22
14.140300,40.809799,3.05,0.36,2023-09-03 13:30:07.78
14.151700,40.831299,2.36,0.23,2023-09-02 23:22:44.71
14.143800,40.829498,2.67,0.36,2023-09-02 23:14:33.25
14.144300,40.827999,2.34,0.36,2023-09-02 23:10:51.4
14.147500,40.830002,2.63,1.33,2023-09-02 23:07:57.36
14.149500,40.831299,2.73,1.62,2023-09-02 23:07:28.26
14.151700,40.831299,2.69,1.53,2023-09-02 23:04:44.63
14.148200,40.830200,2.39,0.68,2023-09-02 23:00:16.77
14.149200,40.830200,2.55,0.48,2023-09-02 22:46:14.78
14.153200,40.819199,2.38,0.23,2023-09-02 22:22:34.03
14.136500,40.831299,2.27,0.58,2023-09-02 21:04:24.89
14.147500,40.827702,2.24,0.09,2023-09-02 20:54:26.63
14.148000,40.826000,2.12,0.77,2023-09-02 11:04:53.32
14.133200,40.823200,1.51,0.48,2023-09-01 22:54:31.51
14.139300,40.826500,2.11,0.58,2023-09-01 13:03:12.86
14.123300,40.820702,1.75,0.48,2023-09-01 10:13:58.53
14.144800,40.802700,3.54,0.48,2023-09-01 06:25:00.39
14.126700,40.826000,1.46,0.94,2023-08-31 11:21:29.52
14.124200,40.818298,2.00,0.68,2023-08-31 03:07:36.39
14.133000,40.823799,1.18,1.15,2023-08-30 12:29:10.12
14.134200,40.824200,1.13,1.15,2023-08-30 12:25:12.58
14.103500,40.811199,2.56,0.94,2023-08-30 08:34:49.41
14.118700,40.814999,2.24,1.33,2023-08-30 05:06:14.02
14.136200,40.841999,3.16,0.48,2023-08-29 11:23:41.84
14.140200,40.825199,1.28,0.09,2023-08-29 01:59:19.6
14.136800,40.825199,0.99,0.09,2023-08-28 23:55:53.91
14.151200,40.847198,1.65,0.58,2023-08-28 19:10:31.66
14.148300,40.833199,2.64,0.36,2023-08-28 15:18:32.21
14.115500,40.798500,2.60,2.03,2023-08-28 02:05:17.81
14.142200,40.812801,1.12,0.58,2023-08-28 01:40:55.91
14.113500,40.799702,4.37,1.01,2023-08-27 22:52:49.23
14.111800,40.804501,3.81,1.82,2023-08-27 21:26:56.26
14.110000,40.799000,2.71,1.21,2023-08-27 21:23:44.54
14.114200,40.801998,2.99,2.61,2023-08-27 21:14:23.45
14.157500,40.824799,1.27,0.48,2023-08-27 17:36:27.03
14.134000,40.835999,2.19,0.48,2023-08-27 15:22:26.6
14.153200,40.824699,2.36,0.58,2023-08-27 00:18:08.67
14.153500,40.810001,2.47,0.23,2023-08-26 22:48:53.94
14.133700,40.830299,1.85,0.23,2023-08-26 18:17:07.55
14.142300,40.827000,1.40,0.23,2023-08-26 11:55:54.53
14.087000,40.827000,2.26,0.58,2023-08-26 02:07:30.98
14.131800,40.802799,3.69,1.15,2023-08-26 00:16:32.96
14.125500,40.833801,2.49,0.68,2023-08-25 23:35:11.34
14.131500,40.836800,1.69,0.36,2023-08-25 17:43:33.09
14.126700,40.825001,2.74,1.78,2023-08-25 01:24:09.5
14.131300,40.823002,2.36,0.36,2023-08-24 22:02:59.31
14.145000,40.826199,2.11,0.23,2023-08-24 10:33:28.22
14.141800,40.823799,0.94,0.48,2023-08-24 09:12:24.45
14.087800,40.823002,2.80,1.21,2023-08-24 02:54:36.94
14.148000,40.826199,1.19,1.33,2023-08-24 01:48:10.64
14.138200,40.831501,2.30,0.58,2023-08-23 20:36:12.2
14.140200,40.831501,2.59,0.77,2023-08-23 20:32:10
14.140200,40.833500,2.68,1.58,2023-08-23 16:30:14.5
14.128800,40.828701,1.57,0.68,2023-08-23 02:31:02.74
14.143000,40.827801,1.72,0.48,2023-08-23 00:03:49.69
14.142000,40.824001,1.60,0.23,2023-08-22 21:55:22.5
14.138800,40.828800,1.33,0.48,2023-08-22 10:45:51.5
14.140200,40.831501,1.73,0.36,2023-08-22 10:44:57.05
14.128300,40.824699,1.84,0.94,2023-08-22 09:47:22.22
14.128300,40.822800,1.39,1.08,2023-08-22 09:39:27.84
14.138500,40.819199,0.99,0.09,2023-08-22 01:57:34.53
14.130500,40.817200,1.29,0.36,2023-08-22 01:49:46.39
14.130000,40.816502,0.93,0.09,2023-08-22 01:04:03.14
14.129500,40.822800,1.61,0.36,2023-08-21 22:53:06.99
14.131000,40.818298,0.93,0.77,2023-08-21 21:20:27.68
14.135700,40.818298,2.31,0.36,2023-08-21 19:47:55.92
14.147200,40.828499,1.84,0.09,2023-08-21 18:55:11.59
14.153300,40.823502,1.38,0.09,2023-08-21 16:55:17.43
14.136700,40.821701,1.16,0.09,2023-08-21 14:53:34.31
14.136000,40.821701,1.50,0.23,2023-08-21 14:36:27.71
14.134500,40.821701,1.21,0.48,2023-08-21 11:41:51.55
14.135500,40.820301,1.36,0.36,2023-08-21 11:36:42.37
14.135700,40.820999,1.06,0.09,2023-08-21 09:08:04.64
14.135300,40.821701,1.11,0.36,2023-08-21 08:57:04.77
14.136500,40.821701,1.05,0.23,2023-08-21 08:38:37.85
14.134500,40.821701,1.20,0.09,2023-08-21 08:31:56.96
14.132700,40.822800,1.12,0.09,2023-08-21 08:17:02.14
14.128300,40.835201,2.71,0.23,2023-08-21 08:15:20.92
14.119200,40.834301,2.69,0.94,2023-08-21 07:05:48.75
14.125000,40.822800,0.93,0.09,2023-08-21 07:02:46.24
14.111500,40.831299,0.93,0.48,2023-08-21 07:02:14.55
14.116800,40.832699,2.62,1.21,2023-08-21 07:00:35.07
14.119700,40.831501,3.19,0.23,2023-08-21 06:59:46.91
14.128500,40.829800,2.60,0.23,2023-08-21 04:33:53.73
14.122700,40.835701,2.27,0.68,2023-08-21 03:57:21.4
14.124500,40.831299,2.68,0.48,2023-08-21 03:42:35.65
14.124700,40.834301,2.81,1.33,2023-08-21 03:40:53.28
14.128800,40.832802,2.86,0.23,2023-08-21 03:17:36.82
14.125500,40.837200,3.19,1.15,2023-08-21 03:09:45.63
14.123500,40.834499,2.72,1.01,2023-08-21 03:08:03.65
14.128700,40.820702,1.52,0.77,2023-08-21 03:04:54.57
14.135000,40.823200,1.69,0.09,2023-08-21 02:56:49.02
14.117000,40.833199,2.84,0.09,2023-08-21 02:56:40.18
14.134200,40.820999,0.91,0.09,2023-08-21 02:53:27.16
14.124700,40.831501,2.81,1.08,2023-08-21 02:52:41.12
14.123300,40.832802,2.63,0.36,2023-08-21 02:52:13.94
14.124200,40.831200,2.62,0.48,2023-08-21 02:51:35.93
14.123500,40.837700,2.65,2.43,2023-08-21 02:48:59.34
14.126500,40.834999,2.74,1.33,2023-08-21 02:48:24.09
14.127200,40.820702,1.52,0.36,2023-08-21 02:41:19.24
14.133800,40.820301,1.36,0.36,2023-08-21 02:32:55.55
14.132700,40.823200,1.10,0.23,2023-08-21 02:30:14.17
14.132800,40.820202,1.13,0.23,2023-08-21 01:25:25.26
14.135000,40.827301,2.29,0.09,2023-08-20 23:12:27.68
14.125300,40.822800,2.72,0.09,2023-08-20 19:58:36.99
14.115200,40.834702,2.43,2.12,2023-08-20 19:58:08.55
14.131000,40.827301,2.69,0.86,2023-08-20 18:36:33.08
14.134800,40.822701,2.26,0.36,2023-08-20 18:03:11.56
14.131700,40.827000,2.53,0.48,2023-08-20 11:25:39.46
14.132500,40.828300,2.71,0.68,2023-08-20 07:58:15.96
14.142300,40.829201,1.43,0.48,2023-08-20 07:41:26.03
14.122300,40.831501,2.62,0.68,2023-08-20 06:07:36.18
14.130000,40.833500,3.04,0.58,2023-08-20 05:00:35.87
14.139300,40.825001,2.19,0.09,2023-08-20 02:21:02.93
14.136000,40.824501,1.51,0.36,2023-08-20 02:18:40.49
14.135500,40.823799,2.35,0.58,2023-08-20 02:17:03.51
14.165800,40.831299,0.14,0.09,2023-08-20 00:57:55.26
14.151700,40.828201,1.40,0.23,2023-08-20 00:14:49.25
14.133800,40.831299,2.75,0.48,2023-08-20 00:10:51
14.126200,40.833500,1.54,1.21,2023-08-19 17:47:58.44
14.151700,40.833302,1.32,0.36,2023-08-19 12:39:46.28
14.142500,40.807999,3.76,1.99,2023-08-19 08:27:18.73
14.116500,40.808701,4.44,1.38,2023-08-19 07:48:31.23
14.155700,40.823502,2.01,0.09,2023-08-19 05:50:29.27
14.084000,40.822701,2.26,0.23,2023-08-19 05:06:01.37
14.084200,40.825500,3.18,0.58,2023-08-19 04:40:55.5
14.149000,40.827801,1.58,0.09,2023-08-19 03:32:04.36
14.106300,40.811298,2.96,0.58,2023-08-19 03:03:34.02
14.103700,40.805500,4.26,2.09,2023-08-19 03:00:42.14
14.139300,40.826500,0.97,0.36,2023-08-19 01:23:21.05
14.121500,40.820702,1.33,0.58,2023-08-18 23:22:58.76
14.157800,40.819302,2.80,0.36,2023-08-18 21:18:11.13
14.137000,40.824001,0.63,0.23,2023-08-18 18:38:47.61
14.136200,40.823502,0.75,0.36,2023-08-18 17:58:09.01
14.143000,40.823799,2.41,0.23,2023-08-18 17:03:00.19
14.149000,40.817699,2.35,0.77,2023-08-18 13:34:50.99
14.121700,40.813301,3.48,0.48,2023-08-18 13:29:10.92
14.142500,40.826302,1.75,0.09,2023-08-18 13:23:36.5
14.131800,40.828201,1.90,0.23,2023-08-18 13:11:15.87
14.140500,40.819500,0.78,0.77,2023-08-18 12:49:57.68
14.138000,40.820999,0.68,0.23,2023-08-18 12:37:10.72
14.124000,40.831001,2.15,0.86,2023-08-18 12:20:43.33
14.140200,40.830299,1.22,0.48,2023-08-18 10:34:44.2
14.150000,40.825500,1.39,0.23,2023-08-18 09:30:54.18
14.149200,40.826000,1.24,0.36,2023-08-18 09:29:50.2
14.142000,40.823799,1.12,0.58,2023-08-18 09:29:07.76
14.144800,40.828999,1.68,1.38,2023-08-18 07:58:53.75
14.130700,40.821701,1.33,0.58,2023-08-18 07:28:27.67
14.148800,40.825699,1.22,0.36,2023-08-18 07:19:05.62
14.135700,40.827202,2.22,0.23,2023-08-18 06:58:04.84
14.145700,40.831299,1.59,0.23,2023-08-18 06:56:29.63
14.148200,40.825001,1.23,0.36,2023-08-18 06:52:18.38
14.128800,40.826302,1.73,0.09,2023-08-18 06:51:49.86
14.153700,40.829201,1.52,0.09,2023-08-18 06:34:30.64
14.154800,40.825699,1.24,0.23,2023-08-18 06:21:56.04
14.144000,40.822201,1.60,0.23,2023-08-18 06:21:52.45
14.146800,40.825802,1.34,0.23,2023-08-18 06:09:45.65
14.152200,40.823299,1.25,0.23,2023-08-18 06:06:55.04
14.149000,40.824501,1.27,0.36,2023-08-18 06:06:49.93
14.141200,40.827801,1.48,0.48,2023-08-18 06:06:35.6
14.153300,40.829300,1.26,0.48,2023-08-18 06:05:17.47
14.137200,40.830002,1.48,0.48,2023-08-18 05:49:48.47
14.141000,40.831501,2.19,0.36,2023-08-18 05:48:56.02
14.148700,40.831299,2.67,0.09,2023-08-18 05:47:38.15
14.134300,40.823200,0.82,0.36,2023-08-18 05:46:18.23
14.138500,40.827999,1.83,1.08,2023-08-18 05:38:36.62
14.145300,40.825298,1.21,0.23,2023-08-18 05:36:02.24
14.144300,40.817501,0.80,0.23,2023-08-18 05:34:03.99
14.149000,40.825699,1.22,0.68,2023-08-18 05:32:57.76
14.134200,40.828701,2.80,1.01,2023-08-18 05:30:54.8
14.131700,40.820301,1.52,0.09,2023-08-18 05:30:26.37
14.147500,40.830200,2.35,0.09,2023-08-18 05:25:38.81
14.145500,40.823799,1.55,0.58,2023-08-18 05:23:25.82
14.136300,40.824699,1.65,0.23,2023-08-18 05:23:06.16
14.143300,40.819698,0.41,0.23,2023-08-18 05:22:00.04
14.140800,40.821701,0.98,0.09,2023-08-18 05:21:14.15
14.140200,40.826801,1.07,0.86,2023-08-18 05:18:03.25
14.141700,40.826199,0.95,0.09,2023-08-18 05:16:38.05
14.151700,40.827801,1.18,0.23,2023-08-18 05:15:53.82
14.141800,40.819698,0.29,1.48,2023-08-18 05:15:10.2
14.138300,40.825802,0.92,1.58,2023-08-18 05:12:52.34
14.139800,40.826199,0.88,0.36,2023-08-18 05:10:42.82
14.148300,40.831299,1.74,0.48,2023-08-18 05:08:20.51
14.151000,40.831699,2.14,0.48,2023-08-18 05:08:04.3
14.143700,40.825500,1.66,0.23,2023-08-18 05:05:08.43
14.146800,40.826302,1.27,1.43,2023-08-18 05:02:05.89
